date,EPU_CAN,IP_CAN,10YS_CAN,INF_YoY_CAN,EX_CAN,IM_CAN,RECESS_CAN,GDP_CAN,GDPC_CAN,EXR_CAN,CCI_CAN,UNEMP_CAN,INF_CAN,EPU_GER,IP_GER,INF_YoY_GER,UNEMP_GER,IM_GER,EX_GER,RECESS_GER,GDP_GER,GDPC_GER,10YS_GER,EXR_GER,INF_GER,EPU_JAP,IP_JAP,INF_YoY_JAP,UNEMP_JAP,EX_JAP,RECESS_JAP,GDP_JAP,GDPC_JAP,10YS_JAP,IM_JAP,EXR_JAP,INF_JAP,EPU_USA,IP_USA,YS_USA,INF_YoY_USA,UNEMP_USA,EX_USA,IM_USA,RECESS_USA,GDP_USA,GDPC_USA,CCI_USA,INF_USA,EPU_MEX,IP_MEX,INF_YoY_MEX,GDP_MEX,2YS_MEX,1OYS_MEX,EXR_MEX,UNEMP_MEX,GDPC_MEX,IM_MEX,EX_MEX,RECESS_MEX,INF_MEX,EPU_CHI,IP_CHI,INF_CHI,IM_CHI,EX_CHI,RECESS_CHI,10YS_CHI,EXR_CHI,UNEMP_CHI,GDPC_CHI,GDP_CHI,Unnamed: 0,CCI_CHI,CCI_GER,CCI_JAP,CCI_MEX,YS_CAN,YS_MEX,YS_JAP,YS_CHI,YS_GER
2014-02-01,165.5119,98.90002,,,,,0.0,,,1.1054421052631578,99.7150264583538,7.3,1.1,134.59872,,,,,,1.0,,,1.56,,1.2,136.57599,,,,,1.0,,,0.58,,102.12526315789474,1.6,83.49,100.7471,2.38,,6.7,,,1.0,,,81.6,1.126,,96.7473754734547,,,3.78,,,4.690169,,,,0.0,4.234,66.52955,108.6,,,,1.0,3.25,6.1214,,,,649.0,98.1814,101.5757,99.14915,97.39339,1.42,,0.513,,1.78279
2014-02-01,165.5119,98.90002,,,,,0.0,,,1.1054421052631578,99.7150264583538,7.3,1.1,134.59872,,,,,,1.0,,,1.56,,1.2,136.57599,,,,,1.0,,,0.58,,102.12526315789474,1.6,83.49,100.7471,2.38,,6.7,,,1.0,,,81.6,1.126,,96.7473754734547,,,3.78,,,4.690169,,,,0.0,4.234,66.52955,108.6,,,,1.0,3.25,6.1214,,,,649.0,98.1814,101.5757,99.14915,97.39339,1.42,,0.513,,1.79688
2014-02-01,165.5119,98.90002,,,,,0.0,,,1.1054421052631578,99.7150264583538,7.3,1.1,134.59872,,,,,,1.0,,,1.56,,1.2,136.57599,,,,,1.0,,,0.58,,102.12526315789474,1.6,83.49,100.7471,2.38,,6.7,,,1.0,,,81.6,1.126,,96.7473754734547,,,3.78,,,4.690169,,,,0.0,4.234,66.52955,108.6,,,,1.0,3.25,6.1214,,,,649.0,98.1814,101.5757,99.14915,97.39339,1.42,,0.513,,1.78271
2014-02-01,165.5119,98.90002,,,,,0.0,,,1.1054421052631578,99.7150264583538,7.3,1.1,134.59872,,,,,,1.0,,,1.56,,1.2,136.57599,,,,,1.0,,,0.58,,102.12526315789474,1.6,83.49,100.7471,2.38,,6.7,,,1.0,,,81.6,1.126,,96.7473754734547,,,3.78,,,4.690169,,,,0.0,4.234,66.52955,108.6,,,,1.0,3.25,6.1214,,,,649.0,98.1814,101.5757,99.14915,97.39339,1.42,,0.513,,1.805562
2014-02-01,165.5119,98.90002,,,,,0.0,,,1.1054421052631578,99.7150264583538,7.3,1.1,134.59872,,,,,,1.0,,,1.56,,1.2,136.57599,,,,,1.0,,,0.58,,102.12526315789474,1.6,83.49,100.7471,2.38,,6.7,,,1.0,,,81.6,1.126,,96.7473754734547,,,3.78,,,4.690169,,,,0.0,4.234,66.52955,108.6,,,,1.0,3.25,6.1214,,,,649.0,98.1814,101.5757,99.14915,97.39339,1.42,,0.513,,1.8006
2014-02-01,165.5119,98.90002,,,,,0.0,,,1.1054421052631578,99.7150264583538,7.3,1.1,134.59872,,,,,,1.0,,,1.56,,1.2,136.57599,,,,,1.0,,,0.58,,102.12526315789474,1.6,83.49,100.7471,2.38,,6.7,,,1.0,,,81.6,1.126,,96.7473754734547,,,3.78,,,4.690169,,,,0.0,4.234,66.52955,108.6,,,,1.0,3.25,6.1214,,,,649.0,98.1814,101.5757,99.14915,97.39339,1.42,,0.513,,1.799368
2014-02-01,165.5119,98.90002,,,,,0.0,,,1.1054421052631578,99.7150264583538,7.3,1.1,134.59872,,,,,,1.0,,,1.56,,1.2,136.57599,,,,,1.0,,,0.58,,102.12526315789474,1.6,83.49,100.7471,2.38,,6.7,,,1.0,,,81.6,1.126,,96.7473754734547,,,3.78,,,4.690169,,,,0.0,4.234,66.52955,108.6,,,,1.0,3.25,6.1214,,,,649.0,98.1814,101.5757,99.14915,97.39339,1.42,,0.513,,1.811263
2014-02-01,165.5119,98.90002,,,,,0.0,,,1.1054421052631578,99.7150264583538,7.3,1.1,134.59872,,,,,,1.0,,,1.56,,1.2,136.57599,,,,,1.0,,,0.58,,102.12526315789474,1.6,83.49,100.7471,2.38,,6.7,,,1.0,,,81.6,1.126,,96.7473754734547,,,3.78,,,4.690169,,,,0.0,4.234,66.52955,108.6,,,,1.0,3.25,6.1214,,,,649.0,98.1814,101.5757,99.14915,97.39339,1.42,,0.513,,1.794811
2014-02-01,165.5119,98.90002,,,,,0.0,,,1.1054421052631578,99.7150264583538,7.3,1.1,134.59872,,,,,,1.0,,,1.56,,1.2,136.57599,,,,,1.0,,,0.58,,102.12526315789474,1.6,83.49,100.7471,2.38,,6.7,,,1.0,,,81.6,1.126,,96.7473754734547,,,3.78,,,4.690169,,,,0.0,4.234,66.52955,108.6,,,,1.0,3.25,6.1214,,,,649.0,98.1814,101.5757,99.14915,97.39339,1.42,,0.513,,1.782286
2014-02-01,165.5119,98.90002,,,,,0.0,,,1.1054421052631578,99.7150264583538,7.3,1.1,134.59872,,,,,,1.0,,,1.56,,1.2,136.57599,,,,,1.0,,,0.58,,102.12526315789474,1.6,83.49,100.7471,2.38,,6.7,,,1.0,,,81.6,1.126,,96.7473754734547,,,3.78,,,4.690169,,,,0.0,4.234,66.52955,108.6,,,,1.0,3.25,6.1214,,,,649.0,98.1814,101.5757,99.14915,97.39339,1.42,,0.513,,1.781732
2014-02-01,165.5119,98.90002,,,,,0.0,,,1.1054421052631578,99.7150264583538,7.3,1.1,134.59872,,,,,,1.0,,,1.56,,1.2,136.57599,,,,,1.0,,,0.58,,102.12526315789474,1.6,83.49,100.7471,2.38,,6.7,,,1.0,,,81.6,1.126,,96.7473754734547,,,3.78,,,4.690169,,,,0.0,4.234,66.52955,108.6,,,,1.0,3.25,6.1214,,,,649.0,98.1814,101.5757,99.14915,97.39339,1.42,,0.513,,1.777489
2014-02-01,165.5119,98.90002,,,,,0.0,,,1.1054421052631578,99.7150264583538,7.3,1.1,134.59872,,,,,,1.0,,,1.56,,1.2,136.57599,,,,,1.0,,,0.58,,102.12526315789474,1.6,83.49,100.7471,2.38,,6.7,,,1.0,,,81.6,1.126,,96.7473754734547,,,3.78,,,4.690169,,,,0.0,4.234,66.52955,108.6,,,,1.0,3.25,6.1214,,,,649.0,98.1814,101.5757,99.14915,97.39339,1.42,,0.513,,1.769833
2014-02-01,165.5119,98.90002,,,,,0.0,,,1.1054421052631578,99.7150264583538,7.3,1.1,134.59872,,,,,,1.0,,,1.56,,1.2,136.57599,,,,,1.0,,,0.58,,102.12526315789474,1.6,83.49,100.7471,2.38,,6.7,,,1.0,,,81.6,1.126,,96.7473754734547,,,3.78,,,4.690169,,,,0.0,4.234,66.52955,108.6,,,,1.0,3.25,6.1214,,,,649.0,98.1814,101.5757,99.14915,97.39339,1.42,,0.513,,1.776178
2014-02-01,165.5119,98.90002,,,,,0.0,,,1.1054421052631578,99.7150264583538,7.3,1.1,134.59872,,,,,,1.0,,,1.56,,1.2,136.57599,,,,,1.0,,,0.58,,102.12526315789474,1.6,83.49,100.7471,2.38,,6.7,,,1.0,,,81.6,1.126,,96.7473754734547,,,3.78,,,4.690169,,,,0.0,4.234,66.52955,108.6,,,,1.0,3.25,6.1214,,,,649.0,98.1814,101.5757,99.14915,97.39339,1.42,,0.513,,1.773862
2014-03-01,199.52416,99.21972,,,,,0.0,,,1.1106809523809524,99.9271614531509,7.1,1.5,130.77836,,,,,,1.0,,,1.51,,1.1,86.77592,,,,,1.0,,,0.64,,102.3395238095238,1.6,72.93,101.7435,2.32,,6.7,,,0.0,,,80.0,1.512,,97.9824839319951,,,3.68,6.32,,5.233872,,,,0.0,3.759,134.94261,108.8,,,,1.0,3.25,6.1521,,,,650.0,98.58082,101.5836,98.91042,97.80631,1.3942857142857097,2.64,0.514,,1.663012
2014-03-01,199.52416,99.21972,,,,,0.0,,,1.1106809523809524,99.9271614531509,7.1,1.5,130.77836,,,,,,1.0,,,1.51,,1.1,86.77592,,,,,1.0,,,0.64,,102.3395238095238,1.6,72.93,101.7435,2.32,,6.7,,,0.0,,,80.0,1.512,,97.9824839319951,,,3.68,6.32,,5.233872,,,,0.0,3.759,134.94261,108.8,,,,1.0,3.25,6.1521,,,,650.0,98.58082,101.5836,98.91042,97.80631,1.3942857142857097,2.64,0.514,,1.676925
2014-03-01,199.52416,99.21972,,,,,0.0,,,1.1106809523809524,99.9271614531509,7.1,1.5,130.77836,,,,,,1.0,,,1.51,,1.1,86.77592,,,,,1.0,,,0.64,,102.3395238095238,1.6,72.93,101.7435,2.32,,6.7,,,0.0,,,80.0,1.512,,97.9824839319951,,,3.68,6.32,,5.233872,,,,0.0,3.759,134.94261,108.8,,,,1.0,3.25,6.1521,,,,650.0,98.58082,101.5836,98.91042,97.80631,1.3942857142857097,2.64,0.514,,1.650752
2014-03-01,199.52416,99.21972,,,,,0.0,,,1.1106809523809524,99.9271614531509,7.1,1.5,130.77836,,,,,,1.0,,,1.51,,1.1,86.77592,,,,,1.0,,,0.64,,102.3395238095238,1.6,72.93,101.7435,2.32,,6.7,,,0.0,,,80.0,1.512,,97.9824839319951,,,3.68,6.32,,5.233872,,,,0.0,3.759,134.94261,108.8,,,,1.0,3.25,6.1521,,,,650.0,98.58082,101.5836,98.91042,97.80631,1.3942857142857097,2.64,0.514,,1.633651
2014-03-01,199.52416,99.21972,,,,,0.0,,,1.1106809523809524,99.9271614531509,7.1,1.5,130.77836,,,,,,1.0,,,1.51,,1.1,86.77592,,,,,1.0,,,0.64,,102.3395238095238,1.6,72.93,101.7435,2.32,,6.7,,,0.0,,,80.0,1.512,,97.9824839319951,,,3.68,6.32,,5.233872,,,,0.0,3.759,134.94261,108.8,,,,1.0,3.25,6.1521,,,,650.0,98.58082,101.5836,98.91042,97.80631,1.3942857142857097,2.64,0.514,,1.643073
2014-03-01,199.52416,99.21972,,,,,0.0,,,1.1106809523809524,99.9271614531509,7.1,1.5,130.77836,,,,,,1.0,,,1.51,,1.1,86.77592,,,,,1.0,,,0.64,,102.3395238095238,1.6,72.93,101.7435,2.32,,6.7,,,0.0,,,80.0,1.512,,97.9824839319951,,,3.68,6.32,,5.233872,,,,0.0,3.759,134.94261,108.8,,,,1.0,3.25,6.1521,,,,650.0,98.58082,101.5836,98.91042,97.80631,1.3942857142857097,2.64,0.514,,1.639228
2014-03-01,199.52416,99.21972,,,,,0.0,,,1.1106809523809524,99.9271614531509,7.1,1.5,130.77836,,,,,,1.0,,,1.51,,1.1,86.77592,,,,,1.0,,,0.64,,102.3395238095238,1.6,72.93,101.7435,2.32,,6.7,,,0.0,,,80.0,1.512,,97.9824839319951,,,3.68,6.32,,5.233872,,,,0.0,3.759,134.94261,108.8,,,,1.0,3.25,6.1521,,,,650.0,98.58082,101.5836,98.91042,97.80631,1.3942857142857097,2.64,0.514,,1.640052
2014-03-01,199.52416,99.21972,,,,,0.0,,,1.1106809523809524,99.9271614531509,7.1,1.5,130.77836,,,,,,1.0,,,1.51,,1.1,86.77592,,,,,1.0,,,0.64,,102.3395238095238,1.6,72.93,101.7435,2.32,,6.7,,,0.0,,,80.0,1.512,,97.9824839319951,,,3.68,6.32,,5.233872,,,,0.0,3.759,134.94261,108.8,,,,1.0,3.25,6.1521,,,,650.0,98.58082,101.5836,98.91042,97.80631,1.3942857142857097,2.64,0.514,,1.645749
2014-03-01,199.52416,99.21972,,,,,0.0,,,1.1106809523809524,99.9271614531509,7.1,1.5,130.77836,,,,,,1.0,,,1.51,,1.1,86.77592,,,,,1.0,,,0.64,,102.3395238095238,1.6,72.93,101.7435,2.32,,6.7,,,0.0,,,80.0,1.512,,97.9824839319951,,,3.68,6.32,,5.233872,,,,0.0,3.759,134.94261,108.8,,,,1.0,3.25,6.1521,,,,650.0,98.58082,101.5836,98.91042,97.80631,1.3942857142857097,2.64,0.514,,1.641052
2014-03-01,199.52416,99.21972,,,,,0.0,,,1.1106809523809524,99.9271614531509,7.1,1.5,130.77836,,,,,,1.0,,,1.51,,1.1,86.77592,,,,,1.0,,,0.64,,102.3395238095238,1.6,72.93,101.7435,2.32,,6.7,,,0.0,,,80.0,1.512,,97.9824839319951,,,3.68,6.32,,5.233872,,,,0.0,3.759,134.94261,108.8,,,,1.0,3.25,6.1521,,,,650.0,98.58082,101.5836,98.91042,97.80631,1.3942857142857097,2.64,0.514,,1.638951
2014-03-01,199.52416,99.21972,,,,,0.0,,,1.1106809523809524,99.9271614531509,7.1,1.5,130.77836,,,,,,1.0,,,1.51,,1.1,86.77592,,,,,1.0,,,0.64,,102.3395238095238,1.6,72.93,101.7435,2.32,,6.7,,,0.0,,,80.0,1.512,,97.9824839319951,,,3.68,6.32,,5.233872,,,,0.0,3.759,134.94261,108.8,,,,1.0,3.25,6.1521,,,,650.0,98.58082,101.5836,98.91042,97.80631,1.3942857142857097,2.64,0.514,,1.650326
2014-03-01,199.52416,99.21972,,,,,0.0,,,1.1106809523809524,99.9271614531509,7.1,1.5,130.77836,,,,,,1.0,,,1.51,,1.1,86.77592,,,,,1.0,,,0.64,,102.3395238095238,1.6,72.93,101.7435,2.32,,6.7,,,0.0,,,80.0,1.512,,97.9824839319951,,,3.68,6.32,,5.233872,,,,0.0,3.759,134.94261,108.8,,,,1.0,3.25,6.1521,,,,650.0,98.58082,101.5836,98.91042,97.80631,1.3942857142857097,2.64,0.514,,1.655839
2014-03-01,199.52416,99.21972,,,,,0.0,,,1.1106809523809524,99.9271614531509,7.1,1.5,130.77836,,,,,,1.0,,,1.51,,1.1,86.77592,,,,,1.0,,,0.64,,102.3395238095238,1.6,72.93,101.7435,2.32,,6.7,,,0.0,,,80.0,1.512,,97.9824839319951,,,3.68,6.32,,5.233872,,,,0.0,3.759,134.94261,108.8,,,,1.0,3.25,6.1521,,,,650.0,98.58082,101.5836,98.91042,97.80631,1.3942857142857097,2.64,0.514,,1.684415
2014-03-01,199.52416,99.21972,,,,,0.0,,,1.1106809523809524,99.9271614531509,7.1,1.5,130.77836,,,,,,1.0,,,1.51,,1.1,86.77592,,,,,1.0,,,0.64,,102.3395238095238,1.6,72.93,101.7435,2.32,,6.7,,,0.0,,,80.0,1.512,,97.9824839319951,,,3.68,6.32,,5.233872,,,,0.0,3.759,134.94261,108.8,,,,1.0,3.25,6.1521,,,,650.0,98.58082,101.5836,98.91042,97.80631,1.3942857142857097,2.64,0.514,,1.71431
2014-03-01,199.52416,99.21972,,,,,0.0,,,1.1106809523809524,99.9271614531509,7.1,1.5,130.77836,,,,,,1.0,,,1.51,,1.1,86.77592,,,,,1.0,,,0.64,,102.3395238095238,1.6,72.93,101.7435,2.32,,6.7,,,0.0,,,80.0,1.512,,97.9824839319951,,,3.68,6.32,,5.233872,,,,0.0,3.759,134.94261,108.8,,,,1.0,3.25,6.1521,,,,650.0,98.58082,101.5836,98.91042,97.80631,1.3942857142857097,2.64,0.514,,1.720486
2014-03-01,199.52416,99.21972,,,,,0.0,,,1.1106809523809524,99.9271614531509,7.1,1.5,130.77836,,,,,,1.0,,,1.51,,1.1,86.77592,,,,,1.0,,,0.64,,102.3395238095238,1.6,72.93,101.7435,2.32,,6.7,,,0.0,,,80.0,1.512,,97.9824839319951,,,3.68,6.32,,5.233872,,,,0.0,3.759,134.94261,108.8,,,,1.0,3.25,6.1521,,,,650.0,98.58082,101.5836,98.91042,97.80631,1.3942857142857097,2.64,0.514,,1.717839
2014-03-01,199.52416,99.21972,,,,,0.0,,,1.1106809523809524,99.9271614531509,7.1,1.5,130.77836,,,,,,1.0,,,1.51,,1.1,86.77592,,,,,1.0,,,0.64,,102.3395238095238,1.6,72.93,101.7435,2.32,,6.7,,,0.0,,,80.0,1.512,,97.9824839319951,,,3.68,6.32,,5.233872,,,,0.0,3.759,134.94261,108.8,,,,1.0,3.25,6.1521,,,,650.0,98.58082,101.5836,98.91042,97.80631,1.3942857142857097,2.64,0.514,,1.636734
2014-03-01,199.52416,99.21972,,,,,0.0,,,1.1106809523809524,99.9271614531509,7.1,1.5,130.77836,,,,,,1.0,,,1.51,,1.1,86.77592,,,,,1.0,,,0.64,,102.3395238095238,1.6,72.93,101.7435,2.32,,6.7,,,0.0,,,80.0,1.512,,97.9824839319951,,,3.68,6.32,,5.233872,,,,0.0,3.759,134.94261,108.8,,,,1.0,3.25,6.1521,,,,650.0,98.58082,101.5836,98.91042,97.80631,1.3942857142857097,2.64,0.514,,1.684386
2014-03-01,199.52416,99.21972,,,,,0.0,,,1.1106809523809524,99.9271614531509,7.1,1.5,130.77836,,,,,,1.0,,,1.51,,1.1,86.77592,,,,,1.0,,,0.64,,102.3395238095238,1.6,72.93,101.7435,2.32,,6.7,,,0.0,,,80.0,1.512,,97.9824839319951,,,3.68,6.32,,5.233872,,,,0.0,3.759,134.94261,108.8,,,,1.0,3.25,6.1521,,,,650.0,98.58082,101.5836,98.91042,97.80631,1.3942857142857097,2.64,0.514,,1.715729
2014-03-01,199.52416,99.21972,,,,,0.0,,,1.1106809523809524,99.9271614531509,7.1,1.5,130.77836,,,,,,1.0,,,1.51,,1.1,86.77592,,,,,1.0,,,0.64,,102.3395238095238,1.6,72.93,101.7435,2.32,,6.7,,,0.0,,,80.0,1.512,,97.9824839319951,,,3.68,6.32,,5.233872,,,,0.0,3.759,134.94261,108.8,,,,1.0,3.25,6.1521,,,,650.0,98.58082,101.5836,98.91042,97.80631,1.3942857142857097,2.64,0.514,,1.675735
2014-03-01,199.52416,99.21972,,,,,0.0,,,1.1106809523809524,99.9271614531509,7.1,1.5,130.77836,,,,,,1.0,,,1.51,,1.1,86.77592,,,,,1.0,,,0.64,,102.3395238095238,1.6,72.93,101.7435,2.32,,6.7,,,0.0,,,80.0,1.512,,97.9824839319951,,,3.68,6.32,,5.233872,,,,0.0,3.759,134.94261,108.8,,,,1.0,3.25,6.1521,,,,650.0,98.58082,101.5836,98.91042,97.80631,1.3942857142857097,2.64,0.514,,1.709689
2014-04-01,123.92582,100.5188,2.352857142857143,,158857.8,171166.8,0.0,508567.8,,1.099209090909091,100.029225936933,7.1,2.0,93.58223,,,2.665638855591,251308.275362099,333527200000.0,1.0,6973.644,,1.46,,1.4,97.0801,,,,,1.0,,,0.615,94417.1,102.4581818181818,3.4000000000000004,63.76,101.8273,2.29,,6.2,2278.387,2618.248,0.0,18185.911,56968.0,84.1,1.953,0.215378,98.2469326255938,,5571.326,3.66,6.15,,4.94801,,2062670.875,1934750.375,0.0,3.497,84.26826,108.7,,,,1.0,3.25,6.158,,,,651.0,98.48918,101.6021,98.94425,98.10399,1.3847619047618998,2.49,0.521,0.6954000000000002,1.571229
2014-04-01,123.92582,100.5188,2.352857142857143,,158857.8,171166.8,0.0,508567.8,,1.099209090909091,100.029225936933,7.1,2.0,93.58223,,,2.665638855591,251308.275362099,333527200000.0,1.0,6973.644,,1.46,,1.4,97.0801,,,,,1.0,,,0.615,94417.1,102.4581818181818,3.4000000000000004,63.76,101.8273,2.29,,6.2,2278.387,2618.248,0.0,18185.911,56968.0,84.1,1.953,0.215378,98.2469326255938,,5571.326,3.66,6.15,,4.94801,,2062670.875,1934750.375,0.0,3.497,84.26826,108.7,,,,1.0,3.25,6.158,,,,651.0,98.48918,101.6021,98.94425,98.10399,1.3847619047618998,2.49,0.521,0.6954000000000002,1.563166
2014-04-01,123.92582,100.5188,2.352857142857143,,158857.8,171166.8,0.0,508567.8,,1.099209090909091,100.029225936933,7.1,2.0,93.58223,,,2.665638855591,251308.275362099,333527200000.0,1.0,6973.644,,1.46,,1.4,97.0801,,,,,1.0,,,0.615,94417.1,102.4581818181818,3.4000000000000004,63.76,101.8273,2.29,,6.2,2278.387,2618.248,0.0,18185.911,56968.0,84.1,1.953,0.215378,98.2469326255938,,5571.326,3.66,6.15,,4.94801,,2062670.875,1934750.375,0.0,3.497,84.26826,108.7,,,,1.0,3.25,6.158,,,,651.0,98.48918,101.6021,98.94425,98.10399,1.3847619047618998,2.49,0.521,0.6954000000000002,1.576478
2014-04-01,123.92582,100.5188,2.352857142857143,,158857.8,171166.8,0.0,508567.8,,1.099209090909091,100.029225936933,7.1,2.0,93.58223,,,2.665638855591,251308.275362099,333527200000.0,1.0,6973.644,,1.46,,1.4,97.0801,,,,,1.0,,,0.615,94417.1,102.4581818181818,3.4000000000000004,63.76,101.8273,2.29,,6.2,2278.387,2618.248,0.0,18185.911,56968.0,84.1,1.953,0.215378,98.2469326255938,,5571.326,3.66,6.15,,4.94801,,2062670.875,1934750.375,0.0,3.497,84.26826,108.7,,,,1.0,3.25,6.158,,,,651.0,98.48918,101.6021,98.94425,98.10399,1.3847619047618998,2.49,0.521,0.6954000000000002,1.54157
2014-04-01,123.92582,100.5188,2.352857142857143,,158857.8,171166.8,0.0,508567.8,,1.099209090909091,100.029225936933,7.1,2.0,93.58223,,,2.665638855591,251308.275362099,333527200000.0,1.0,6973.644,,1.46,,1.4,97.0801,,,,,1.0,,,0.615,94417.1,102.4581818181818,3.4000000000000004,63.76,101.8273,2.29,,6.2,2278.387,2618.248,0.0,18185.911,56968.0,84.1,1.953,0.215378,98.2469326255938,,5571.326,3.66,6.15,,4.94801,,2062670.875,1934750.375,0.0,3.497,84.26826,108.7,,,,1.0,3.25,6.158,,,,651.0,98.48918,101.6021,98.94425,98.10399,1.3847619047618998,2.49,0.521,0.6954000000000002,1.534055
2014-04-01,123.92582,100.5188,2.352857142857143,,158857.8,171166.8,0.0,508567.8,,1.099209090909091,100.029225936933,7.1,2.0,93.58223,,,2.665638855591,251308.275362099,333527200000.0,1.0,6973.644,,1.46,,1.4,97.0801,,,,,1.0,,,0.615,94417.1,102.4581818181818,3.4000000000000004,63.76,101.8273,2.29,,6.2,2278.387,2618.248,0.0,18185.911,56968.0,84.1,1.953,0.215378,98.2469326255938,,5571.326,3.66,6.15,,4.94801,,2062670.875,1934750.375,0.0,3.497,84.26826,108.7,,,,1.0,3.25,6.158,,,,651.0,98.48918,101.6021,98.94425,98.10399,1.3847619047618998,2.49,0.521,0.6954000000000002,1.558198
2014-04-01,123.92582,100.5188,2.352857142857143,,158857.8,171166.8,0.0,508567.8,,1.099209090909091,100.029225936933,7.1,2.0,93.58223,,,2.665638855591,251308.275362099,333527200000.0,1.0,6973.644,,1.46,,1.4,97.0801,,,,,1.0,,,0.615,94417.1,102.4581818181818,3.4000000000000004,63.76,101.8273,2.29,,6.2,2278.387,2618.248,0.0,18185.911,56968.0,84.1,1.953,0.215378,98.2469326255938,,5571.326,3.66,6.15,,4.94801,,2062670.875,1934750.375,0.0,3.497,84.26826,108.7,,,,1.0,3.25,6.158,,,,651.0,98.48918,101.6021,98.94425,98.10399,1.3847619047618998,2.49,0.521,0.6954000000000002,1.575164
2014-04-01,123.92582,100.5188,2.352857142857143,,158857.8,171166.8,0.0,508567.8,,1.099209090909091,100.029225936933,7.1,2.0,93.58223,,,2.665638855591,251308.275362099,333527200000.0,1.0,6973.644,,1.46,,1.4,97.0801,,,,,1.0,,,0.615,94417.1,102.4581818181818,3.4000000000000004,63.76,101.8273,2.29,,6.2,2278.387,2618.248,0.0,18185.911,56968.0,84.1,1.953,0.215378,98.2469326255938,,5571.326,3.66,6.15,,4.94801,,2062670.875,1934750.375,0.0,3.497,84.26826,108.7,,,,1.0,3.25,6.158,,,,651.0,98.48918,101.6021,98.94425,98.10399,1.3847619047618998,2.49,0.521,0.6954000000000002,1.586476
2014-04-01,123.92582,100.5188,2.352857142857143,,158857.8,171166.8,0.0,508567.8,,1.099209090909091,100.029225936933,7.1,2.0,93.58223,,,2.665638855591,251308.275362099,333527200000.0,1.0,6973.644,,1.46,,1.4,97.0801,,,,,1.0,,,0.615,94417.1,102.4581818181818,3.4000000000000004,63.76,101.8273,2.29,,6.2,2278.387,2618.248,0.0,18185.911,56968.0,84.1,1.953,0.215378,98.2469326255938,,5571.326,3.66,6.15,,4.94801,,2062670.875,1934750.375,0.0,3.497,84.26826,108.7,,,,1.0,3.25,6.158,,,,651.0,98.48918,101.6021,98.94425,98.10399,1.3847619047618998,2.49,0.521,0.6954000000000002,1.569781
2014-04-01,123.92582,100.5188,2.352857142857143,,158857.8,171166.8,0.0,508567.8,,1.099209090909091,100.029225936933,7.1,2.0,93.58223,,,2.665638855591,251308.275362099,333527200000.0,1.0,6973.644,,1.46,,1.4,97.0801,,,,,1.0,,,0.615,94417.1,102.4581818181818,3.4000000000000004,63.76,101.8273,2.29,,6.2,2278.387,2618.248,0.0,18185.911,56968.0,84.1,1.953,0.215378,98.2469326255938,,5571.326,3.66,6.15,,4.94801,,2062670.875,1934750.375,0.0,3.497,84.26826,108.7,,,,1.0,3.25,6.158,,,,651.0,98.48918,101.6021,98.94425,98.10399,1.3847619047618998,2.49,0.521,0.6954000000000002,1.589678
2014-04-01,123.92582,100.5188,2.352857142857143,,158857.8,171166.8,0.0,508567.8,,1.099209090909091,100.029225936933,7.1,2.0,93.58223,,,2.665638855591,251308.275362099,333527200000.0,1.0,6973.644,,1.46,,1.4,97.0801,,,,,1.0,,,0.615,94417.1,102.4581818181818,3.4000000000000004,63.76,101.8273,2.29,,6.2,2278.387,2618.248,0.0,18185.911,56968.0,84.1,1.953,0.215378,98.2469326255938,,5571.326,3.66,6.15,,4.94801,,2062670.875,1934750.375,0.0,3.497,84.26826,108.7,,,,1.0,3.25,6.158,,,,651.0,98.48918,101.6021,98.94425,98.10399,1.3847619047618998,2.49,0.521,0.6954000000000002,1.591695
2014-04-01,123.92582,100.5188,2.352857142857143,,158857.8,171166.8,0.0,508567.8,,1.099209090909091,100.029225936933,7.1,2.0,93.58223,,,2.665638855591,251308.275362099,333527200000.0,1.0,6973.644,,1.46,,1.4,97.0801,,,,,1.0,,,0.615,94417.1,102.4581818181818,3.4000000000000004,63.76,101.8273,2.29,,6.2,2278.387,2618.248,0.0,18185.911,56968.0,84.1,1.953,0.215378,98.2469326255938,,5571.326,3.66,6.15,,4.94801,,2062670.875,1934750.375,0.0,3.497,84.26826,108.7,,,,1.0,3.25,6.158,,,,651.0,98.48918,101.6021,98.94425,98.10399,1.3847619047618998,2.49,0.521,0.6954000000000002,1.585929
2014-04-01,123.92582,100.5188,2.352857142857143,,158857.8,171166.8,0.0,508567.8,,1.099209090909091,100.029225936933,7.1,2.0,93.58223,,,2.665638855591,251308.275362099,333527200000.0,1.0,6973.644,,1.46,,1.4,97.0801,,,,,1.0,,,0.615,94417.1,102.4581818181818,3.4000000000000004,63.76,101.8273,2.29,,6.2,2278.387,2618.248,0.0,18185.911,56968.0,84.1,1.953,0.215378,98.2469326255938,,5571.326,3.66,6.15,,4.94801,,2062670.875,1934750.375,0.0,3.497,84.26826,108.7,,,,1.0,3.25,6.158,,,,651.0,98.48918,101.6021,98.94425,98.10399,1.3847619047618998,2.49,0.521,0.6954000000000002,1.611084
