date,country,variable,value
1981-08-01,JAP,IMP_JAP,
1981-09-01,JAP,IMP_JAP,
1981-10-01,JAP,IMP_JAP,
1981-11-01,JAP,IMP_JAP,
1981-12-01,JAP,IMP_JAP,
1982-01-01,JAP,IMP_JAP,
1982-02-01,JAP,IMP_JAP,
1982-03-01,JAP,IMP_JAP,
1982-04-01,JAP,IMP_JAP,
1982-05-01,JAP,IMP_JAP,
1982-06-01,JAP,IMP_JAP,
1982-07-01,JAP,IMP_JAP,
1982-08-01,JAP,IMP_JAP,
1982-09-01,JAP,IMP_JAP,
1982-10-01,JAP,IMP_JAP,
1982-11-01,JAP,IMP_JAP,
1982-12-01,JAP,IMP_JAP,
1983-01-01,JAP,IMP_JAP,
1983-02-01,JAP,IMP_JAP,
1983-03-01,JAP,IMP_JAP,
1983-04-01,JAP,IMP_JAP,
1983-05-01,JAP,IMP_JAP,
1983-06-01,JAP,IMP_JAP,
1983-07-01,JAP,IMP_JAP,
1983-08-01,JAP,IMP_JAP,
1983-09-01,JAP,IMP_JAP,
1983-10-01,JAP,IMP_JAP,
1983-11-01,JAP,IMP_JAP,
1983-12-01,JAP,IMP_JAP,
1984-01-01,JAP,IMP_JAP,
1984-02-01,JAP,IMP_JAP,
1984-03-01,JAP,IMP_JAP,
1984-04-01,JAP,IMP_JAP,
1984-05-01,JAP,IMP_JAP,
1984-06-01,JAP,IMP_JAP,
1984-07-01,JAP,IMP_JAP,
1984-08-01,JAP,IMP_JAP,
1984-09-01,JAP,IMP_JAP,
1984-10-01,JAP,IMP_JAP,
1984-11-01,JAP,IMP_JAP,
1984-12-01,JAP,IMP_JAP,
1985-01-01,JAP,IMP_JAP,
1985-02-01,JAP,IMP_JAP,
1985-03-01,JAP,IMP_JAP,
1985-04-01,JAP,IMP_JAP,
1985-05-01,JAP,IMP_JAP,
1985-06-01,JAP,IMP_JAP,
1985-07-01,JAP,IMP_JAP,
1985-08-01,JAP,IMP_JAP,
1985-09-01,JAP,IMP_JAP,
1985-10-01,JAP,IMP_JAP,
1985-11-01,JAP,IMP_JAP,
1985-12-01,JAP,IMP_JAP,
1986-01-01,JAP,IMP_JAP,
1986-02-01,JAP,IMP_JAP,
1986-03-01,JAP,IMP_JAP,
1986-04-01,JAP,IMP_JAP,
1986-05-01,JAP,IMP_JAP,
1986-06-01,JAP,IMP_JAP,
1986-07-01,JAP,IMP_JAP,
1986-08-01,JAP,IMP_JAP,
1986-09-01,JAP,IMP_JAP,
1986-10-01,JAP,IMP_JAP,
1986-11-01,JAP,IMP_JAP,
1986-12-01,JAP,IMP_JAP,
1987-01-01,JAP,IMP_JAP,
1987-02-01,JAP,IMP_JAP,
1987-03-01,JAP,IMP_JAP,
1987-04-01,JAP,IMP_JAP,
1987-05-01,JAP,IMP_JAP,
1987-06-01,JAP,IMP_JAP,
1987-07-01,JAP,IMP_JAP,
1987-08-01,JAP,IMP_JAP,
1987-09-01,JAP,IMP_JAP,
1987-10-01,JAP,IMP_JAP,
1987-11-01,JAP,IMP_JAP,
1987-12-01,JAP,IMP_JAP,
1988-01-01,JAP,IMP_JAP,
1988-02-01,JAP,IMP_JAP,
1988-03-01,JAP,IMP_JAP,
1988-04-01,JAP,IMP_JAP,
1988-05-01,JAP,IMP_JAP,
1988-06-01,JAP,IMP_JAP,
1988-07-01,JAP,IMP_JAP,
1988-08-01,JAP,IMP_JAP,
1988-09-01,JAP,IMP_JAP,
1988-10-01,JAP,IMP_JAP,
1988-11-01,JAP,IMP_JAP,
1988-12-01,JAP,IMP_JAP,
1989-01-01,JAP,IMP_JAP,
1989-02-01,JAP,IMP_JAP,
1989-03-01,JAP,IMP_JAP,
1989-04-01,JAP,IMP_JAP,
1989-05-01,JAP,IMP_JAP,
1989-06-01,JAP,IMP_JAP,
1989-07-01,JAP,IMP_JAP,
1989-08-01,JAP,IMP_JAP,
1989-09-01,JAP,IMP_JAP,
1989-10-01,JAP,IMP_JAP,
1989-11-01,JAP,IMP_JAP,
1989-12-01,JAP,IMP_JAP,
1990-01-01,JAP,IMP_JAP,
1990-02-01,JAP,IMP_JAP,
1990-03-01,JAP,IMP_JAP,
1990-04-01,JAP,IMP_JAP,
1990-05-01,JAP,IMP_JAP,
1990-06-01,JAP,IMP_JAP,
1990-07-01,JAP,IMP_JAP,
1990-08-01,JAP,IMP_JAP,
1990-09-01,JAP,IMP_JAP,
1990-10-01,JAP,IMP_JAP,
1990-11-01,JAP,IMP_JAP,
1990-12-01,JAP,IMP_JAP,
1991-01-01,JAP,IMP_JAP,
1991-02-01,JAP,IMP_JAP,
1991-03-01,JAP,IMP_JAP,
1991-04-01,JAP,IMP_JAP,
1991-05-01,JAP,IMP_JAP,
1991-06-01,JAP,IMP_JAP,
1991-07-01,JAP,IMP_JAP,
1991-08-01,JAP,IMP_JAP,
1991-09-01,JAP,IMP_JAP,
1991-10-01,JAP,IMP_JAP,
1991-11-01,JAP,IMP_JAP,
1991-12-01,JAP,IMP_JAP,
1992-01-01,JAP,IMP_JAP,
1992-02-01,JAP,IMP_JAP,
1992-03-01,JAP,IMP_JAP,
1992-04-01,JAP,IMP_JAP,
1992-05-01,JAP,IMP_JAP,
1992-06-01,JAP,IMP_JAP,
1992-07-01,JAP,IMP_JAP,
1992-08-01,JAP,IMP_JAP,
1992-09-01,JAP,IMP_JAP,
1992-10-01,JAP,IMP_JAP,
1992-11-01,JAP,IMP_JAP,
1992-12-01,JAP,IMP_JAP,
1993-01-01,JAP,IMP_JAP,
1993-02-01,JAP,IMP_JAP,
1993-03-01,JAP,IMP_JAP,
1993-04-01,JAP,IMP_JAP,
1993-05-01,JAP,IMP_JAP,
1993-06-01,JAP,IMP_JAP,
1993-07-01,JAP,IMP_JAP,
1993-08-01,JAP,IMP_JAP,
1993-09-01,JAP,IMP_JAP,
1993-10-01,JAP,IMP_JAP,
1993-11-01,JAP,IMP_JAP,
1993-12-01,JAP,IMP_JAP,
1994-01-01,JAP,IMP_JAP,45476.2
1994-02-01,JAP,IMP_JAP,
1994-03-01,JAP,IMP_JAP,
1994-04-01,JAP,IMP_JAP,46328.2
1994-05-01,JAP,IMP_JAP,
1994-06-01,JAP,IMP_JAP,
1994-07-01,JAP,IMP_JAP,47725.8
1994-08-01,JAP,IMP_JAP,
1994-09-01,JAP,IMP_JAP,
1994-10-01,JAP,IMP_JAP,48199.6
1994-11-01,JAP,IMP_JAP,
1994-12-01,JAP,IMP_JAP,
1995-01-01,JAP,IMP_JAP,49811.9
1995-02-01,JAP,IMP_JAP,
1995-03-01,JAP,IMP_JAP,
1995-04-01,JAP,IMP_JAP,51306.4
1995-05-01,JAP,IMP_JAP,
1995-06-01,JAP,IMP_JAP,
1995-07-01,JAP,IMP_JAP,54167.6
1995-08-01,JAP,IMP_JAP,
1995-09-01,JAP,IMP_JAP,
1995-10-01,JAP,IMP_JAP,56754.9
1995-11-01,JAP,IMP_JAP,
1995-12-01,JAP,IMP_JAP,
1996-01-01,JAP,IMP_JAP,57805.1
1996-02-01,JAP,IMP_JAP,
1996-03-01,JAP,IMP_JAP,
1996-04-01,JAP,IMP_JAP,59559.6
1996-05-01,JAP,IMP_JAP,
1996-06-01,JAP,IMP_JAP,
1996-07-01,JAP,IMP_JAP,59495.7
1996-08-01,JAP,IMP_JAP,
1996-09-01,JAP,IMP_JAP,
1996-10-01,JAP,IMP_JAP,60255.7
1996-11-01,JAP,IMP_JAP,
1996-12-01,JAP,IMP_JAP,
1997-01-01,JAP,IMP_JAP,60775.0
1997-02-01,JAP,IMP_JAP,
1997-03-01,JAP,IMP_JAP,
1997-04-01,JAP,IMP_JAP,59746.3
1997-05-01,JAP,IMP_JAP,
1997-06-01,JAP,IMP_JAP,
1997-07-01,JAP,IMP_JAP,59599.6
1997-08-01,JAP,IMP_JAP,
1997-09-01,JAP,IMP_JAP,
1997-10-01,JAP,IMP_JAP,58245.5
1997-11-01,JAP,IMP_JAP,
1997-12-01,JAP,IMP_JAP,
1998-01-01,JAP,IMP_JAP,57712.3
1998-02-01,JAP,IMP_JAP,
1998-03-01,JAP,IMP_JAP,
1998-04-01,JAP,IMP_JAP,55167.9
1998-05-01,JAP,IMP_JAP,
1998-06-01,JAP,IMP_JAP,
1998-07-01,JAP,IMP_JAP,55259.4
1998-08-01,JAP,IMP_JAP,
1998-09-01,JAP,IMP_JAP,
1998-10-01,JAP,IMP_JAP,53939.9
1998-11-01,JAP,IMP_JAP,
1998-12-01,JAP,IMP_JAP,
1999-01-01,JAP,IMP_JAP,55600.7
1999-02-01,JAP,IMP_JAP,
1999-03-01,JAP,IMP_JAP,
1999-04-01,JAP,IMP_JAP,56634.3
1999-05-01,JAP,IMP_JAP,
1999-06-01,JAP,IMP_JAP,
1999-07-01,JAP,IMP_JAP,58069.4
1999-08-01,JAP,IMP_JAP,
1999-09-01,JAP,IMP_JAP,
1999-10-01,JAP,IMP_JAP,59810.6
1999-11-01,JAP,IMP_JAP,
1999-12-01,JAP,IMP_JAP,
2000-01-01,JAP,IMP_JAP,59827.9
2000-02-01,JAP,IMP_JAP,
2000-03-01,JAP,IMP_JAP,
2000-04-01,JAP,IMP_JAP,62220.2
2000-05-01,JAP,IMP_JAP,
2000-06-01,JAP,IMP_JAP,
2000-07-01,JAP,IMP_JAP,63873.4
2000-08-01,JAP,IMP_JAP,
2000-09-01,JAP,IMP_JAP,
2000-10-01,JAP,IMP_JAP,66198.6
2000-11-01,JAP,IMP_JAP,
2000-12-01,JAP,IMP_JAP,
2001-01-01,JAP,IMP_JAP,66316.0
2001-02-01,JAP,IMP_JAP,
2001-03-01,JAP,IMP_JAP,
2001-04-01,JAP,IMP_JAP,64871.7
2001-05-01,JAP,IMP_JAP,
2001-06-01,JAP,IMP_JAP,
2001-07-01,JAP,IMP_JAP,62957.0
2001-08-01,JAP,IMP_JAP,
2001-09-01,JAP,IMP_JAP,
2001-10-01,JAP,IMP_JAP,61096.0
2001-11-01,JAP,IMP_JAP,
2001-12-01,JAP,IMP_JAP,
2002-01-01,JAP,IMP_JAP,61606.9
2002-02-01,JAP,IMP_JAP,
2002-03-01,JAP,IMP_JAP,
2002-04-01,JAP,IMP_JAP,63452.2
2002-05-01,JAP,IMP_JAP,
2002-06-01,JAP,IMP_JAP,
2002-07-01,JAP,IMP_JAP,65553.2
2002-08-01,JAP,IMP_JAP,
2002-09-01,JAP,IMP_JAP,
2002-10-01,JAP,IMP_JAP,66524.3
2002-11-01,JAP,IMP_JAP,
2002-12-01,JAP,IMP_JAP,
2003-01-01,JAP,IMP_JAP,66991.5
2003-02-01,JAP,IMP_JAP,
2003-03-01,JAP,IMP_JAP,
2003-04-01,JAP,IMP_JAP,64769.6
2003-05-01,JAP,IMP_JAP,
2003-06-01,JAP,IMP_JAP,
2003-07-01,JAP,IMP_JAP,66348.7
2003-08-01,JAP,IMP_JAP,
2003-09-01,JAP,IMP_JAP,
2003-10-01,JAP,IMP_JAP,67866.5
2003-11-01,JAP,IMP_JAP,
2003-12-01,JAP,IMP_JAP,
2004-01-01,JAP,IMP_JAP,69927.7
2004-02-01,JAP,IMP_JAP,
2004-03-01,JAP,IMP_JAP,
2004-04-01,JAP,IMP_JAP,71124.7
2004-05-01,JAP,IMP_JAP,
2004-06-01,JAP,IMP_JAP,
2004-07-01,JAP,IMP_JAP,72680.0
2004-08-01,JAP,IMP_JAP,
2004-09-01,JAP,IMP_JAP,
2004-10-01,JAP,IMP_JAP,74871.1
2004-11-01,JAP,IMP_JAP,
2004-12-01,JAP,IMP_JAP,
2005-01-01,JAP,IMP_JAP,74338.5
2005-02-01,JAP,IMP_JAP,
2005-03-01,JAP,IMP_JAP,
2005-04-01,JAP,IMP_JAP,75685.9
2005-05-01,JAP,IMP_JAP,
2005-06-01,JAP,IMP_JAP,
2005-07-01,JAP,IMP_JAP,77836.0
2005-08-01,JAP,IMP_JAP,
2005-09-01,JAP,IMP_JAP,
2005-10-01,JAP,IMP_JAP,77954.1
2005-11-01,JAP,IMP_JAP,
2005-12-01,JAP,IMP_JAP,
2006-01-01,JAP,IMP_JAP,79270.4
2006-02-01,JAP,IMP_JAP,
2006-03-01,JAP,IMP_JAP,
2006-04-01,JAP,IMP_JAP,80333.1
2006-05-01,JAP,IMP_JAP,
2006-06-01,JAP,IMP_JAP,
2006-07-01,JAP,IMP_JAP,80289.1
2006-08-01,JAP,IMP_JAP,
2006-09-01,JAP,IMP_JAP,
2006-10-01,JAP,IMP_JAP,80332.7
2006-11-01,JAP,IMP_JAP,
2006-12-01,JAP,IMP_JAP,
2007-01-01,JAP,IMP_JAP,80963.8
2007-02-01,JAP,IMP_JAP,
2007-03-01,JAP,IMP_JAP,
2007-04-01,JAP,IMP_JAP,82242.3
2007-05-01,JAP,IMP_JAP,
2007-06-01,JAP,IMP_JAP,
2007-07-01,JAP,IMP_JAP,81500.9
2007-08-01,JAP,IMP_JAP,
2007-09-01,JAP,IMP_JAP,
2007-10-01,JAP,IMP_JAP,82687.0
2007-11-01,JAP,IMP_JAP,
2007-12-01,JAP,IMP_JAP,
2008-01-01,JAP,IMP_JAP,83695.1
2008-02-01,JAP,IMP_JAP,
2008-03-01,JAP,IMP_JAP,
2008-04-01,JAP,IMP_JAP,81325.6
2008-05-01,JAP,IMP_JAP,
2008-06-01,JAP,IMP_JAP,
2008-07-01,JAP,IMP_JAP,81599.6
2008-08-01,JAP,IMP_JAP,
2008-09-01,JAP,IMP_JAP,
2008-10-01,JAP,IMP_JAP,83229.6
2008-11-01,JAP,IMP_JAP,
2008-12-01,JAP,IMP_JAP,
2009-01-01,JAP,IMP_JAP,69697.2
2009-02-01,JAP,IMP_JAP,
2009-03-01,JAP,IMP_JAP,
2009-04-01,JAP,IMP_JAP,66581.8
2009-05-01,JAP,IMP_JAP,
2009-06-01,JAP,IMP_JAP,
2009-07-01,JAP,IMP_JAP,70205.5
2009-08-01,JAP,IMP_JAP,
2009-09-01,JAP,IMP_JAP,
2009-10-01,JAP,IMP_JAP,71881.1
2009-11-01,JAP,IMP_JAP,
2009-12-01,JAP,IMP_JAP,
2010-01-01,JAP,IMP_JAP,73814.9
2010-02-01,JAP,IMP_JAP,
2010-03-01,JAP,IMP_JAP,
2010-04-01,JAP,IMP_JAP,77459.7
2010-05-01,JAP,IMP_JAP,
2010-06-01,JAP,IMP_JAP,
2010-07-01,JAP,IMP_JAP,79037.0
2010-08-01,JAP,IMP_JAP,
2010-09-01,JAP,IMP_JAP,
2010-10-01,JAP,IMP_JAP,79602.1
2010-11-01,JAP,IMP_JAP,
2010-12-01,JAP,IMP_JAP,
2011-01-01,JAP,IMP_JAP,80503.8
2011-02-01,JAP,IMP_JAP,
2011-03-01,JAP,IMP_JAP,
2011-04-01,JAP,IMP_JAP,80098.4
2011-05-01,JAP,IMP_JAP,
2011-06-01,JAP,IMP_JAP,
2011-07-01,JAP,IMP_JAP,82825.0
2011-08-01,JAP,IMP_JAP,
2011-09-01,JAP,IMP_JAP,
2011-10-01,JAP,IMP_JAP,84291.2
2011-11-01,JAP,IMP_JAP,
2011-12-01,JAP,IMP_JAP,
2012-01-01,JAP,IMP_JAP,85633.0
2012-02-01,JAP,IMP_JAP,
2012-03-01,JAP,IMP_JAP,
2012-04-01,JAP,IMP_JAP,87566.2
2012-05-01,JAP,IMP_JAP,
2012-06-01,JAP,IMP_JAP,
2012-07-01,JAP,IMP_JAP,87370.3
2012-08-01,JAP,IMP_JAP,
2012-09-01,JAP,IMP_JAP,
2012-10-01,JAP,IMP_JAP,85171.8
2012-11-01,JAP,IMP_JAP,
2012-12-01,JAP,IMP_JAP,
2013-01-01,JAP,IMP_JAP,85483.1
2013-02-01,JAP,IMP_JAP,
2013-03-01,JAP,IMP_JAP,
2013-04-01,JAP,IMP_JAP,88293.8
2013-05-01,JAP,IMP_JAP,
2013-06-01,JAP,IMP_JAP,
2013-07-01,JAP,IMP_JAP,90055.4
2013-08-01,JAP,IMP_JAP,
2013-09-01,JAP,IMP_JAP,
2013-10-01,JAP,IMP_JAP,92745.8
2013-11-01,JAP,IMP_JAP,
2013-12-01,JAP,IMP_JAP,
2014-01-01,JAP,IMP_JAP,98489.4
2014-02-01,JAP,IMP_JAP,
2014-03-01,JAP,IMP_JAP,
2014-04-01,JAP,IMP_JAP,94417.1
2014-05-01,JAP,IMP_JAP,
2014-06-01,JAP,IMP_JAP,
2014-07-01,JAP,IMP_JAP,96084.6
2014-08-01,JAP,IMP_JAP,
2014-09-01,JAP,IMP_JAP,
2014-10-01,JAP,IMP_JAP,96483.8
2014-11-01,JAP,IMP_JAP,
2014-12-01,JAP,IMP_JAP,
2015-01-01,JAP,IMP_JAP,97077.2
2015-02-01,JAP,IMP_JAP,
2015-03-01,JAP,IMP_JAP,
2015-04-01,JAP,IMP_JAP,95015.1
2015-05-01,JAP,IMP_JAP,
2015-06-01,JAP,IMP_JAP,
2015-07-01,JAP,IMP_JAP,97790.6
2015-08-01,JAP,IMP_JAP,
2015-09-01,JAP,IMP_JAP,
2015-10-01,JAP,IMP_JAP,97216.2
2015-11-01,JAP,IMP_JAP,
2015-12-01,JAP,IMP_JAP,
2016-01-01,JAP,IMP_JAP,95850.6
2016-02-01,JAP,IMP_JAP,
2016-03-01,JAP,IMP_JAP,
2016-04-01,JAP,IMP_JAP,94742.4
2016-05-01,JAP,IMP_JAP,
2016-06-01,JAP,IMP_JAP,
2016-07-01,JAP,IMP_JAP,95313.0
2016-08-01,JAP,IMP_JAP,
2016-09-01,JAP,IMP_JAP,
2016-10-01,JAP,IMP_JAP,96578.2
2016-11-01,JAP,IMP_JAP,
2016-12-01,JAP,IMP_JAP,
2017-01-01,JAP,IMP_JAP,97610.9
2017-02-01,JAP,IMP_JAP,
2017-03-01,JAP,IMP_JAP,
2017-04-01,JAP,IMP_JAP,98702.0
2017-05-01,JAP,IMP_JAP,
2017-06-01,JAP,IMP_JAP,
2017-07-01,JAP,IMP_JAP,98084.2
2017-08-01,JAP,IMP_JAP,
2017-09-01,JAP,IMP_JAP,
2017-10-01,JAP,IMP_JAP,100807.6
2017-11-01,JAP,IMP_JAP,
2017-12-01,JAP,IMP_JAP,
2018-01-01,JAP,IMP_JAP,101324.4
2018-02-01,JAP,IMP_JAP,
2018-03-01,JAP,IMP_JAP,
2018-04-01,JAP,IMP_JAP,101667.8
2018-05-01,JAP,IMP_JAP,
2018-06-01,JAP,IMP_JAP,
2018-07-01,JAP,IMP_JAP,101181.5
2018-08-01,JAP,IMP_JAP,
2018-09-01,JAP,IMP_JAP,
2018-10-01,JAP,IMP_JAP,105988.2
2018-11-01,JAP,IMP_JAP,
2018-12-01,JAP,IMP_JAP,
2019-01-01,JAP,IMP_JAP,101982.1
2019-02-01,JAP,IMP_JAP,
2019-03-01,JAP,IMP_JAP,
2019-04-01,JAP,IMP_JAP,103470.7
2019-05-01,JAP,IMP_JAP,
2019-06-01,JAP,IMP_JAP,
2019-07-01,JAP,IMP_JAP,105693.9
2019-08-01,JAP,IMP_JAP,
2019-09-01,JAP,IMP_JAP,
2019-10-01,JAP,IMP_JAP,103388.9
2019-11-01,JAP,IMP_JAP,
2019-12-01,JAP,IMP_JAP,
2020-01-01,JAP,IMP_JAP,99388.8
2020-02-01,JAP,IMP_JAP,
2020-03-01,JAP,IMP_JAP,
2020-04-01,JAP,IMP_JAP,98823.9
2020-05-01,JAP,IMP_JAP,
2020-06-01,JAP,IMP_JAP,
2020-07-01,JAP,IMP_JAP,91435.0
2020-08-01,JAP,IMP_JAP,
2020-09-01,JAP,IMP_JAP,
2020-10-01,JAP,IMP_JAP,96773.1
2020-11-01,JAP,IMP_JAP,
2020-12-01,JAP,IMP_JAP,
2021-01-01,JAP,IMP_JAP,98825.2
2021-02-01,JAP,IMP_JAP,
2021-03-01,JAP,IMP_JAP,
2021-04-01,JAP,IMP_JAP,103783.3
2021-05-01,JAP,IMP_JAP,
2021-06-01,JAP,IMP_JAP,
2021-07-01,JAP,IMP_JAP,101743.5
2021-08-01,JAP,IMP_JAP,
2021-09-01,JAP,IMP_JAP,
2021-10-01,JAP,IMP_JAP,102225.8
2021-11-01,JAP,IMP_JAP,
2021-12-01,JAP,IMP_JAP,
2022-01-01,JAP,IMP_JAP,106245.6
2022-02-01,JAP,IMP_JAP,
2022-03-01,JAP,IMP_JAP,
2022-04-01,JAP,IMP_JAP,107948.8
2022-05-01,JAP,IMP_JAP,
2022-06-01,JAP,IMP_JAP,
2022-07-01,JAP,IMP_JAP,113072.3
2022-08-01,JAP,IMP_JAP,
2022-09-01,JAP,IMP_JAP,
2022-10-01,JAP,IMP_JAP,113060.1
2022-11-01,JAP,IMP_JAP,
2022-12-01,JAP,IMP_JAP,
2023-01-01,JAP,IMP_JAP,110928.3
2023-02-01,JAP,IMP_JAP,
2023-03-01,JAP,IMP_JAP,
2023-04-01,JAP,IMP_JAP,106621.9
2023-05-01,JAP,IMP_JAP,
2023-06-01,JAP,IMP_JAP,
2023-07-01,JAP,IMP_JAP,107565.0
2023-08-01,JAP,IMP_JAP,
2023-09-01,JAP,IMP_JAP,
2023-10-01,JAP,IMP_JAP,111269.0
2023-11-01,JAP,IMP_JAP,
2023-12-01,JAP,IMP_JAP,
2024-01-01,JAP,IMP_JAP,107130.8
2024-02-01,JAP,IMP_JAP,
2024-03-01,JAP,IMP_JAP,
2024-04-01,JAP,IMP_JAP,110023.8
2024-05-01,JAP,IMP_JAP,
2024-06-01,JAP,IMP_JAP,
2024-07-01,JAP,IMP_JAP,112478.3
2024-08-01,JAP,IMP_JAP,
2024-09-01,JAP,IMP_JAP,
2024-10-01,JAP,IMP_JAP,110900.2
2024-11-01,JAP,IMP_JAP,
2024-12-01,JAP,IMP_JAP,
2025-01-01,JAP,IMP_JAP,114108.3
2025-02-01,JAP,IMP_JAP,
2025-03-01,JAP,IMP_JAP,
2025-04-01,JAP,IMP_JAP,
2025-05-01,JAP,IMP_JAP,
2025-06-01,JAP,IMP_JAP,
1919-01-01,JAP,EXR_JAP,
1919-02-01,JAP,EXR_JAP,
1919-03-01,JAP,EXR_JAP,
1919-04-01,JAP,EXR_JAP,
1919-05-01,JAP,EXR_JAP,
1919-06-01,JAP,EXR_JAP,
1919-07-01,JAP,EXR_JAP,
1919-08-01,JAP,EXR_JAP,
1919-09-01,JAP,EXR_JAP,
1919-10-01,JAP,EXR_JAP,
1919-11-01,JAP,EXR_JAP,
1919-12-01,JAP,EXR_JAP,
1920-01-01,JAP,EXR_JAP,
1920-02-01,JAP,EXR_JAP,
1920-03-01,JAP,EXR_JAP,
1920-04-01,JAP,EXR_JAP,
1920-05-01,JAP,EXR_JAP,
1920-06-01,JAP,EXR_JAP,
1920-07-01,JAP,EXR_JAP,
1920-08-01,JAP,EXR_JAP,
1920-09-01,JAP,EXR_JAP,
1920-10-01,JAP,EXR_JAP,
1920-11-01,JAP,EXR_JAP,
1920-12-01,JAP,EXR_JAP,
1921-01-01,JAP,EXR_JAP,
1921-02-01,JAP,EXR_JAP,
1921-03-01,JAP,EXR_JAP,
1921-04-01,JAP,EXR_JAP,
1921-05-01,JAP,EXR_JAP,
1921-06-01,JAP,EXR_JAP,
1921-07-01,JAP,EXR_JAP,
1921-08-01,JAP,EXR_JAP,
1921-09-01,JAP,EXR_JAP,
1921-10-01,JAP,EXR_JAP,
1921-11-01,JAP,EXR_JAP,
1921-12-01,JAP,EXR_JAP,
1922-01-01,JAP,EXR_JAP,
1922-02-01,JAP,EXR_JAP,
1922-03-01,JAP,EXR_JAP,
1922-04-01,JAP,EXR_JAP,
1922-05-01,JAP,EXR_JAP,
1922-06-01,JAP,EXR_JAP,
1922-07-01,JAP,EXR_JAP,
1922-08-01,JAP,EXR_JAP,
1922-09-01,JAP,EXR_JAP,
1922-10-01,JAP,EXR_JAP,
1922-11-01,JAP,EXR_JAP,
1922-12-01,JAP,EXR_JAP,
1923-01-01,JAP,EXR_JAP,
1923-02-01,JAP,EXR_JAP,
1923-03-01,JAP,EXR_JAP,
1923-04-01,JAP,EXR_JAP,
1923-05-01,JAP,EXR_JAP,
1923-06-01,JAP,EXR_JAP,
1923-07-01,JAP,EXR_JAP,
1923-08-01,JAP,EXR_JAP,
1923-09-01,JAP,EXR_JAP,
1923-10-01,JAP,EXR_JAP,
1923-11-01,JAP,EXR_JAP,
1923-12-01,JAP,EXR_JAP,
1924-01-01,JAP,EXR_JAP,
1924-02-01,JAP,EXR_JAP,
1924-03-01,JAP,EXR_JAP,
1924-04-01,JAP,EXR_JAP,
1924-05-01,JAP,EXR_JAP,
1924-06-01,JAP,EXR_JAP,
1924-07-01,JAP,EXR_JAP,
1924-08-01,JAP,EXR_JAP,
1924-09-01,JAP,EXR_JAP,
1924-10-01,JAP,EXR_JAP,
1924-11-01,JAP,EXR_JAP,
1924-12-01,JAP,EXR_JAP,
1925-01-01,JAP,EXR_JAP,
1925-02-01,JAP,EXR_JAP,
1925-03-01,JAP,EXR_JAP,
1925-04-01,JAP,EXR_JAP,
1925-05-01,JAP,EXR_JAP,
1925-06-01,JAP,EXR_JAP,
1925-07-01,JAP,EXR_JAP,
1925-08-01,JAP,EXR_JAP,
1925-09-01,JAP,EXR_JAP,
1925-10-01,JAP,EXR_JAP,
1925-11-01,JAP,EXR_JAP,
1925-12-01,JAP,EXR_JAP,
1926-01-01,JAP,EXR_JAP,
1926-02-01,JAP,EXR_JAP,
1926-03-01,JAP,EXR_JAP,
1926-04-01,JAP,EXR_JAP,
1926-05-01,JAP,EXR_JAP,
1926-06-01,JAP,EXR_JAP,
1926-07-01,JAP,EXR_JAP,
1926-08-01,JAP,EXR_JAP,
1926-09-01,JAP,EXR_JAP,
1926-10-01,JAP,EXR_JAP,
1926-11-01,JAP,EXR_JAP,
1926-12-01,JAP,EXR_JAP,
1927-01-01,JAP,EXR_JAP,
1927-02-01,JAP,EXR_JAP,
1927-03-01,JAP,EXR_JAP,
1927-04-01,JAP,EXR_JAP,
1927-05-01,JAP,EXR_JAP,
1927-06-01,JAP,EXR_JAP,
1927-07-01,JAP,EXR_JAP,
1927-08-01,JAP,EXR_JAP,
1927-09-01,JAP,EXR_JAP,
1927-10-01,JAP,EXR_JAP,
1927-11-01,JAP,EXR_JAP,
1927-12-01,JAP,EXR_JAP,
1928-01-01,JAP,EXR_JAP,
1928-02-01,JAP,EXR_JAP,
1928-03-01,JAP,EXR_JAP,
1928-04-01,JAP,EXR_JAP,
1928-05-01,JAP,EXR_JAP,
1928-06-01,JAP,EXR_JAP,
1928-07-01,JAP,EXR_JAP,
1928-08-01,JAP,EXR_JAP,
1928-09-01,JAP,EXR_JAP,
1928-10-01,JAP,EXR_JAP,
1928-11-01,JAP,EXR_JAP,
1928-12-01,JAP,EXR_JAP,
1929-01-01,JAP,EXR_JAP,
1929-02-01,JAP,EXR_JAP,
1929-03-01,JAP,EXR_JAP,
1929-04-01,JAP,EXR_JAP,
1929-05-01,JAP,EXR_JAP,
1929-06-01,JAP,EXR_JAP,
1929-07-01,JAP,EXR_JAP,
1929-08-01,JAP,EXR_JAP,
1929-09-01,JAP,EXR_JAP,
1929-10-01,JAP,EXR_JAP,
1929-11-01,JAP,EXR_JAP,
1929-12-01,JAP,EXR_JAP,
1930-01-01,JAP,EXR_JAP,
1930-02-01,JAP,EXR_JAP,
1930-03-01,JAP,EXR_JAP,
1930-04-01,JAP,EXR_JAP,
1930-05-01,JAP,EXR_JAP,
1930-06-01,JAP,EXR_JAP,
1930-07-01,JAP,EXR_JAP,
1930-08-01,JAP,EXR_JAP,
1930-09-01,JAP,EXR_JAP,
1930-10-01,JAP,EXR_JAP,
1930-11-01,JAP,EXR_JAP,
1930-12-01,JAP,EXR_JAP,
1931-01-01,JAP,EXR_JAP,
1931-02-01,JAP,EXR_JAP,
1931-03-01,JAP,EXR_JAP,
